"index","tag","db_category_filled","tag_jp","category_jp"
"560","blue_ribbon","clothing","青いリボン","アクセサリー"
"561","white_hat","clothing","白い帽子","アクセサリー"
"562","black_background","general","黒い背景","背景・環境"
"563","sunlight","general","日差し","光・照明"
"564","6+girls","general","6人以上の女の子","人数"
"565","red_necktie","clothing","赤いネクタイ","アクセサリー"
"566","game_cg","general","ゲームCG","形式・媒体"
"567","izayoi_sakuya","character","十六夜咲夜","キャラクター"
"568","cat","general","猫","動物・生物"
"569","fox_girl","general","狐少女","種族・属性"
"570","red_flower","general","赤い花","自然物"
"571","blazer","general","ブレザー","衣服"
"572","spiked_hair","general","とがった髪","髪・目・肌"
"573","suspenders","general","サスペンダー","アクセサリー"
"574","thigh_gap","general","太ももの隙間","身体特徴"
"575","helmet","general","ヘルメット","アクセサリー"
"576","light_smile","general","微笑み","表情・感情"
"577","feathers","general","羽根","自然物"
"578","couple","general","カップル","関係・交流"
"579","crying","general","泣いている","表情・感情"
"580","eyepatch","general","眼帯","アクセサリー"
"581","black_nails","general","黒い爪","身体特徴"
"582",";d","general","ウィンク顔","表情・感情"
"583","moon","general","月","背景・環境"
"584","no_humans","general","人間がいない","人数"
"585","red_shirt","clothing","赤いシャツ","衣服"
"586","ear_piercing","general","耳ピアス","アクセサリー"
"587","artoria_pendragon_(fate)","character","アルトリア・ペンドラゴン","キャラクター"
"588","single_hair_bun","general","お団子ヘア","髪・目・肌"
"589","skirt_lift","clothing","スカートをまくり上げている","ポーズ・動作"
"590","suit","general","スーツ","衣服"
"591","furry","general","ケモノ","種族・属性"
"592","motion_lines","general","動線","効果・演出"
"593","lowres","general","低解像度","画質・解像度"
"594","portrait","pose","ポートレート","構図・カメラ"
"595","denim","general","デニム","衣服"
"596","white_apron","general","白いエプロン","衣服"
"597","bottle","general","ボトル","飲食物"
"598","colored_inner_hair","general","インナーカラーの髪","髪・目・肌"
"599","stuffed_animal","general","ぬいぐるみ","小物・道具"
"600","3boys","general","三人の男の子","人数"
"601","yaoi","general","やおい","関係・交流"
"602","admiral_(kancolle)","character","提督（艦これ）","キャラクター"
"603","cloudy_sky","background","曇り空","背景・環境"
"604","backpack","general","バックパック","アクセサリー"
"605","grabbing_another's_breast","general","他人の胸を掴む","ポーズ・動作"
"606","white_legwear","general","白いレッグウェア","衣服"
"607","crown","general","王冠","アクセサリー"
"608","red_bowtie","clothing","赤い蝶ネクタイ","アクセサリー"
"609","elf","general","エルフ","種族・属性"
"610","fate/stay_night","copyright","Fate/stay night","作品・シリーズ"
"611","horse_tail","general","馬の尻尾","身体特徴"
"612","cross","general","十字架","小物・道具"
"613","hat_ribbon","clothing","帽子のリボン","アクセサリー"
"614","breasts_out","general","おっぱい露出","成人向け/センシティブ"
"615","juliet_sleeves","clothing","ジュリエットスリーブ","衣服"
"616","black_legwear","general","黒いレッグウェア","衣服"
"617","pantyshot","general","パンチラ","成人向け/センシティブ"
"618","looking_up","general","上を見ている","構図・カメラ"
"619","grass","general","草","背景・環境"
"620","sleeping","general","眠っている","ポーズ・動作"
"621","t-shirt","clothing","Tシャツ","衣服"
"622","clenched_teeth","general","歯を食いしばっている","表情・感情"
"623","love_live!_school_idol_project","copyright","ラブライブ！ School idol project","作品・シリーズ"
"624","slit_pupils","general","縦長の瞳","髪・目・肌"
"625","parody","general","パロディ","テーマ・ジャンル"
"626","topless","general","トップレス","成人向け/センシティブ"
"627","tiara","general","ティアラ","アクセサリー"
"628","holding_cup","general","カップを持っている","ポーズ・動作"
"629","shoulder_armor","general","肩当て","衣服"
"630","idolmaster_shiny_colors","copyright","アイドルマスター シャイニーカラーズ","作品・シリーズ"
"631","knee_boots","clothing","膝丈ブーツ","衣服"
"632","light_blush","general","薄い照れ","表情・感情"
"633","straddling","general","跨がる","ポーズ・動作"
"634","crossover","general","クロスオーバー","作品関係"
"635","plant","general","植物","自然物"
"636","jojo_no_kimyou_na_bouken","copyright","ジョジョの奇妙な冒険","作品・シリーズ"
"637","grey_shirt","clothing","グレーのシャツ","衣服"
"638","outstretched_arms","general","腕を広げる","ポーズ・動作"
"639","gem","general","宝石","小物・道具"
"640","bdsm","general","BDSM","成人向け/センシティブ"
"641","?","general","？","テキスト・シンボル"
"642","formal_clothes","general","正装","衣服"
"643","outstretched_arm","general","片腕を伸ばしている","ポーズ・動作"
"644","holding_gun","object","銃を持っている","ポーズ・動作"
"645","curtains","general","カーテン","背景・環境"
"646","animal_print","general","アニマル柄","衣服"
"647","red_footwear","general","赤い履物","衣服"
"648","wing_collar","clothing","ウィングカラー","アクセサリー"
"649","tassel","general","タッセル","アクセサリー"
"650","straight_hair","general","ストレートヘア","髪・目・肌"
"651","sex_from_behind","general","後ろからセックス","成人向け/センシティブ"
"652","sisters","general","姉妹","関係・交流"
"653","1other","general","その他一人","人数"
"654","black_leotard","general","黒レオタード","衣服"
"655","fire","general","炎","効果・演出"
"656","bug","general","虫","動物・生物"
"657","pointing","general","指差し","ポーズ・動作"
"658","green_skirt","clothing","緑スカート","衣服"
"659","komeiji_koishi","character","古明地こいし","キャラクター"
"660","katana","general","刀","武器"
"661","polka_dot","general","水玉模様","衣服"
"662","looking_away","general","目をそらす","構図・カメラ"
"663","idolmaster_(classic)","copyright","アイドルマスター（無印）","作品・シリーズ"
"664","indie_virtual_youtuber","general","個人勢バーチャルYouTuber","職業・属性"
"665","messy_hair","general","乱れ髪","髪・目・肌"
"666","one_piece","general","ワンピース","衣服"
"667","yellow_background","general","黄色背景","背景・環境"
"668","underwear_only","general","下着のみ","衣服"
"669","head_wings","general","頭の翼","身体特徴"
"670","black_necktie","clothing","黒ネクタイ","アクセサリー"
"671","blue_sailor_collar","clothing","青いセーラー襟","アクセサリー"
"672","facing_viewer","general","こちらを向いている","構図・カメラ"
"673","sneakers","general","スニーカー","衣服"
"674","lifting_own_clothes","general","自分の服をまくる","ポーズ・動作"
"675","pink_dress","clothing","ピンクのドレス","衣服"
"676","fellatio","general","フェラチオ","成人向け/センシティブ"
"677","brooch","general","ブローチ","アクセサリー"
"678","girl_on_top","general","女性上位","成人向け/センシティブ"
"679","second-party_source","general","関係者ソース / 第三者ソース（外部転載）","情報・メタ"
"680","on_stomach","general","うつ伏せ","ポーズ・動作"
"681","rabbit_tail","general","兎の尻尾","身体特徴"
"682","hooded_jacket","clothing","フード付きジャケット","衣服"
"683","bent_over","general","前かがみ","ポーズ・動作"
"684","aged_down","general","年齢を下げた姿","年齢・変化"
"685","feathered_wings","general","羽の生えた翼","身体特徴"
"686","hand_on_own_chest","general","自分の胸に手を置く","ポーズ・動作"
"687","konpaku_youmu","character","魂魄妖夢","キャラクター"
"688","striped","general","縞模様","衣服"
"689","fishnets","general","網タイツ","衣服"
"690","monster_girl","general","モンスター娘","種族・属性"
"691","white_pupils","general","白い瞳","髪・目・肌"
"692","eyewear_on_head","general","頭の上に眼鏡","アクセサリー"
"693","knife","general","ナイフ","武器"
"694","short_twintails","general","短いツインテール","髪・目・肌"
"695",">_<","general","ぎゅっと目を閉じた顔","表情・感情"
"696","hat_bow","clothing","帽子のリボン","アクセサリー"
"697","black_bra","general","黒ブラジャー","衣服"
"698","bat_wings","general","コウモリの翼","身体特徴"
"699","skin_fang","general","肌色の八重歯","身体特徴"
"700","extra_ears","general","四つ耳","身体特徴"
"701","clenched_hand","general","握り拳","ポーズ・動作"
"702","bandaid","general","絆創膏","アクセサリー"
"703","multicolored_clothes","general","多色使いの服","衣服"
"704","puffy_long_sleeves","clothing","パフスリーブ（長袖）","衣服"
